student_id,theta,alpha,phi,s,g,tau,h
5694,0.178,0.317,0.076,0.066,0.104,1.106,0.275
5695,0.708,0.117,0.103,0.051,0.11,1.014,0.578
5696,0.822,0.278,0.16,0.194,0.155,1.659,0.815
5697,0.646,0.139,0.161,0.116,0.138,1.454,0.84
5698,0.5,0.224,0.269,0.17,0.061,0.963,0.223
5699,0.538,0.378,0.152,0.128,0.102,0.511,0.105
5700,0.517,0.327,0.137,0.182,0.159,1.68,0.053
5701,0.618,0.479,0.083,0.176,0.08,0.862,0.228
5702,0.365,0.069,0.209,0.027,0.085,1.361,0.031
5703,0.528,0.546,0.278,0.075,0.064,1.574,0.981
5704,0.762,0.269,0.239,0.117,0.023,1.561,0.423
5705,0.43,0.283,0.407,0.194,0.108,1.823,0.915
5706,0.841,0.255,0.131,0.006,0.164,1.091,0.068
5707,0.69,0.167,0.029,0.007,0.002,0.93,0.316
5708,0.485,0.268,0.101,0.014,0.154,1.558,0.424
5709,0.721,0.107,0.192,0.174,0.178,1.767,0.142
5710,0.459,0.204,0.156,0.024,0.124,1.954,0.867
5711,0.64,0.257,0.532,0.03,0.119,1.46,0.58
5712,0.395,0.289,0.138,0.164,0.057,0.981,0.389
5713,0.39,0.202,0.057,0.034,0.197,0.661,0.838
5714,0.581,0.225,0.216,0.086,0.14,1.281,0.677
5715,0.385,0.035,0.015,0.085,0.196,1.671,0.798
5716,0.38,0.252,0.097,0.075,0.109,1.708,0.397
5717,0.554,0.251,0.035,0.109,0.037,1.186,0.182
5718,0.765,0.102,0.127,0.129,0.051,1.452,0.158
5719,0.423,0.596,0.158,0.1,0.066,1.117,0.446
5720,0.781,0.124,0.251,0.113,0.051,1.166,0.101
5721,0.524,0.414,0.111,0.003,0.151,0.719,0.077
5722,0.913,0.163,0.22,0.149,0.094,0.59,0.766
5723,0.7,0.549,0.379,0.168,0.141,0.564,0.931
5724,0.588,0.464,0.173,0.158,0.088,1.804,0.097
5725,0.912,0.584,0.267,0.018,0.189,0.554,0.291
5726,0.86,0.278,0.193,0.056,0.165,0.816,0.62
5727,0.7,0.395,0.237,0.17,0.065,0.76,0.265
5728,0.701,0.419,0.07,0.135,0.142,1.791,0.539
5729,0.777,0.126,0.062,0.043,0.113,1.708,0.321
5730,0.518,0.162,0.153,0.059,0.199,1.048,0.141
5731,0.663,0.101,0.274,0.134,0.156,1.372,0.426
5732,0.643,0.718,0.087,0.186,0.057,1.807,0.652
5733,0.58,0.304,0.094,0.076,0.013,0.527,0.478
5734,0.607,0.385,0.136,0.174,0.06,1.489,0.929
5735,0.691,0.272,0.391,0.084,0.159,1.981,0.089
5736,0.673,0.527,0.081,0.038,0.144,1.579,0.111
5737,0.252,0.741,0.198,0.081,0.114,0.634,0.045
5738,0.358,0.241,0.094,0.136,0.126,1.525,0.547
5739,0.503,0.14,0.163,0.138,0.02,0.752,0.929
5740,0.374,0.355,0.119,0.174,0.1,1.359,0.529
5741,0.659,0.596,0.116,0.026,0.148,1.78,0.168
5742,0.483,0.119,0.099,0.021,0.174,1.161,0.45
5743,0.834,0.179,0.371,0.06,0.001,1.715,0.428
5744,0.555,0.222,0.175,0.122,0.045,0.875,0.463
5745,0.6,0.1,0.067,0.098,0.094,1.996,0.372
5746,0.727,0.664,0.117,0.006,0.113,0.964,0.372
5747,0.85,0.212,0.06,0.121,0.031,0.892,0.174
5748,0.639,0.025,0.222,0.199,0.172,1.99,0.792
5749,0.55,0.016,0.194,0.013,0.151,1.026,0.24
5750,0.7,0.275,0.197,0.045,0.156,0.919,0.438
5751,0.628,0.216,0.449,0.01,0.051,1.736,0.954
5752,0.546,0.528,0.349,0.055,0.091,1.625,0.02
5753,0.426,0.326,0.247,0.047,0.013,1.595,0.61
5754,0.589,0.69,0.121,0.138,0.129,0.842,0.991
5755,0.849,0.142,0.342,0.114,0.16,0.856,0.815
5756,0.418,0.591,0.093,0.191,0.092,0.986,0.944
5757,0.497,0.406,0.074,0.046,0.053,1.191,0.444
5758,0.576,0.24,0.349,0.049,0.004,1.14,0.42
5759,0.695,0.111,0.017,0.072,0.157,1.503,0.719
5760,0.673,0.18,0.141,0.074,0.073,1.913,0.269
5761,0.706,0.189,0.193,0.053,0.11,1.165,0.612
5762,0.846,0.663,0.175,0.101,0.172,0.835,0.261
5763,0.448,0.36,0.47,0.05,0.039,1.014,0.821
5764,0.459,0.296,0.26,0.184,0.108,0.903,0.022
5765,0.887,0.209,0.08,0.033,0.085,1.912,0.952
5766,0.613,0.157,0.071,0.126,0.187,1.569,0.686
5767,0.737,0.341,0.158,0.145,0.106,1.253,0.686
5768,0.817,0.321,0.28,0.2,0.174,0.883,0.625
5769,0.682,0.186,0.233,0.009,0.014,0.621,0.384
5770,0.568,0.208,0.147,0.166,0.003,0.616,0.569
5771,0.825,0.723,0.298,0.128,0.04,1.113,0.437
5772,0.393,0.226,0.022,0.195,0.144,1.027,0.956
5773,0.304,0.429,0.223,0.049,0.026,0.627,0.955
5774,0.611,0.327,0.065,0.178,0.131,0.978,0.75
5775,0.495,0.391,0.036,0.014,0.033,1.691,0.246
5776,0.453,0.289,0.154,0.006,0.045,0.895,0.626
5777,0.443,0.263,0.146,0.041,0.124,0.65,0.261
5778,0.932,0.267,0.045,0.033,0.055,1.185,0.734
5779,0.687,0.219,0.143,0.019,0.106,0.929,0.359
5780,0.838,0.319,0.17,0.015,0.091,0.949,0.845
5781,0.826,0.64,0.472,0.048,0.167,0.766,0.395
5782,0.716,0.088,0.06,0.174,0.079,1.93,0.459
5783,0.886,0.278,0.233,0.009,0.177,1.575,0.713
5784,0.261,0.214,0.203,0.083,0.019,1.093,0.765
5785,0.903,0.491,0.102,0.174,0.125,1.798,0.036
5786,0.877,0.263,0.111,0.058,0.095,0.572,0.704
5787,0.822,0.342,0.049,0.198,0.17,1.14,0.064
5788,0.606,0.066,0.196,0.128,0.04,1.604,0.352
5789,0.657,0.094,0.206,0.086,0.071,1.306,0.85
5790,0.578,0.386,0.399,0.011,0.127,1.66,0.322
5791,0.674,0.602,0.239,0.1,0.084,0.873,0.937
5792,0.628,0.058,0.181,0.151,0.13,1.16,0.003
5793,0.532,0.095,0.119,0.047,0.02,0.506,0.541
5794,0.76,0.339,0.099,0.004,0.124,1.086,0.744
5795,0.804,0.257,0.211,0.197,0.002,1.326,0.426
5796,0.282,0.18,0.279,0.008,0.004,0.679,0.49
5797,0.824,0.248,0.157,0.161,0.19,1.718,0.642
5798,0.519,0.218,0.11,0.091,0.197,0.712,0.147
5799,0.894,0.208,0.297,0.103,0.112,0.699,0.847
5800,0.647,0.646,0.266,0.076,0.15,1.681,0.496
5801,0.371,0.091,0.466,0.138,0.04,0.516,0.531
5802,0.85,0.251,0.129,0.058,0.101,1.113,0.036
5803,0.897,0.073,0.137,0.122,0.07,0.59,0.35
5804,0.713,0.232,0.105,0.188,0.075,1.575,0.378
5805,0.867,0.293,0.074,0.152,0.154,1.316,0.279
5806,0.732,0.447,0.039,0.084,0.054,0.697,0.323
5807,0.7,0.296,0.307,0.178,0.035,1.123,0.883
5808,0.514,0.122,0.043,0.131,0.171,0.696,0.497
5809,0.753,0.558,0.096,0.037,0.198,1.778,0.138
5810,0.575,0.079,0.052,0.124,0.02,1.482,0.203
5811,0.612,0.157,0.143,0.032,0.175,0.568,0.485
5812,0.295,0.192,0.184,0.117,0.163,1.889,0.621
5813,0.521,0.151,0.237,0.104,0.159,0.804,0.703
5814,0.562,0.514,0.43,0.003,0.056,1.127,0.951
5815,0.396,0.274,0.13,0.112,0.196,0.78,0.633
5816,0.704,0.192,0.217,0.097,0.111,1.173,0.819
5817,0.818,0.542,0.379,0.018,0.063,0.817,0.745
5818,0.885,0.219,0.282,0.191,0.144,1.744,0.178
5819,0.671,0.069,0.097,0.045,0.17,0.894,0.625
5820,0.603,0.434,0.096,0.051,0.174,1.141,0.647
5821,0.628,0.222,0.122,0.128,0.073,0.846,0.963
5822,0.65,0.194,0.027,0.167,0.115,1.401,0.751
5823,0.801,0.466,0.356,0.043,0.08,1.995,0.413
5824,0.582,0.373,0.027,0.107,0.054,1.944,0.172
5825,0.503,0.132,0.163,0.177,0.067,1.426,0.54
5826,0.514,0.171,0.669,0.096,0.086,0.815,0.92
5827,0.505,0.222,0.22,0.087,0.075,1.213,0.786
5828,0.374,0.386,0.424,0.165,0.047,1.219,0.285
5829,0.687,0.128,0.338,0.122,0.094,1.722,0.582
5830,0.721,0.423,0.285,0.156,0.008,1.469,0.563
5831,0.394,0.253,0.087,0.091,0.065,1.223,0.212
5832,0.764,0.124,0.36,0.197,0.147,1.551,0.745
5833,0.636,0.458,0.102,0.085,0.143,1.895,0.722
5834,0.686,0.537,0.235,0.053,0.153,1.813,0.657
5835,0.496,0.222,0.134,0.147,0.078,0.613,0.89
5836,0.442,0.257,0.124,0.0,0.024,0.623,0.946
5837,0.649,0.247,0.427,0.022,0.172,1.678,0.707
5838,0.629,0.635,0.297,0.193,0.1,1.336,0.731
5839,0.445,0.414,0.041,0.18,0.091,1.618,0.138
5840,0.724,0.192,0.023,0.026,0.022,0.743,0.921
5841,0.552,0.392,0.144,0.008,0.014,1.039,0.954
5842,0.749,0.107,0.209,0.195,0.167,1.498,0.705
5843,0.674,0.512,0.121,0.088,0.053,0.791,0.315
5844,0.749,0.11,0.156,0.141,0.064,1.727,0.782
5845,0.604,0.227,0.393,0.13,0.078,1.998,0.51
5846,0.528,0.375,0.324,0.138,0.181,1.006,0.151
5847,0.558,0.213,0.045,0.174,0.055,1.893,0.788
5848,0.791,0.149,0.156,0.015,0.122,1.205,0.959
5849,0.179,0.513,0.14,0.135,0.072,0.71,0.377
5850,0.475,0.107,0.082,0.166,0.116,1.04,0.361
5851,0.882,0.085,0.201,0.125,0.079,1.423,0.579
5852,0.658,0.329,0.03,0.101,0.198,1.394,0.614
5853,0.576,0.311,0.037,0.135,0.048,0.51,0.495
5854,0.75,0.291,0.125,0.13,0.122,0.673,0.525
5855,0.744,0.229,0.201,0.017,0.082,0.833,0.723
5856,0.6,0.337,0.134,0.003,0.002,1.181,0.115
5857,0.783,0.087,0.456,0.045,0.186,1.136,0.896
5858,0.698,0.146,0.163,0.15,0.191,1.487,0.312
5859,0.566,0.163,0.057,0.182,0.13,0.946,0.629
5860,0.877,0.276,0.039,0.062,0.092,1.573,0.306
5861,0.822,0.091,0.065,0.037,0.056,1.527,0.72
5862,0.574,0.319,0.332,0.164,0.115,1.798,0.745
5863,0.602,0.331,0.331,0.101,0.042,1.055,0.138
5864,0.432,0.103,0.149,0.146,0.174,1.384,0.458
5865,0.656,0.41,0.193,0.015,0.005,0.998,0.687
5866,0.732,0.429,0.227,0.115,0.003,0.778,0.289
5867,0.319,0.432,0.274,0.026,0.111,0.737,0.458
5868,0.907,0.548,0.095,0.125,0.08,0.996,0.91
5869,0.691,0.43,0.275,0.162,0.088,1.899,0.317
5870,0.71,0.353,0.186,0.055,0.181,1.82,0.575
5871,0.613,0.167,0.086,0.1,0.112,1.884,0.598
5872,0.355,0.283,0.275,0.158,0.003,0.511,0.439
5873,0.213,0.312,0.05,0.138,0.134,1.936,0.36
5874,0.678,0.387,0.071,0.129,0.121,1.415,0.106
5875,0.441,0.308,0.319,0.149,0.013,1.343,0.259
5876,0.525,0.179,0.206,0.151,0.033,1.863,0.629
5877,0.471,0.206,0.085,0.166,0.048,1.404,0.493
5878,0.284,0.046,0.152,0.034,0.019,1.006,0.8
5879,0.746,0.394,0.283,0.007,0.189,1.865,0.534
5880,0.312,0.261,0.188,0.05,0.068,1.526,0.457
5881,0.612,0.523,0.098,0.162,0.199,0.652,0.392
5882,0.768,0.462,0.194,0.029,0.031,0.713,0.839
5883,0.901,0.268,0.006,0.151,0.171,0.725,0.413
5884,0.412,0.189,0.345,0.027,0.179,1.77,0.045
5885,0.654,0.145,0.309,0.076,0.103,1.2,0.104
5886,0.564,0.104,0.187,0.008,0.194,1.557,0.334
5887,0.887,0.379,0.029,0.026,0.005,1.807,0.967
5888,0.349,0.234,0.157,0.174,0.132,1.152,0.109
5889,0.586,0.422,0.147,0.111,0.057,1.624,0.527
5890,0.761,0.22,0.217,0.036,0.146,1.692,0.235
5891,0.537,0.557,0.235,0.039,0.002,0.763,0.638
5892,0.472,0.231,0.297,0.114,0.095,0.915,0.437
5893,0.709,0.2,0.168,0.133,0.03,1.236,0.121
5894,0.79,0.113,0.252,0.092,0.082,0.542,0.433
5895,0.813,0.243,0.111,0.183,0.109,1.604,0.209
5896,0.82,0.073,0.153,0.062,0.188,0.837,0.135
5897,0.486,0.148,0.101,0.098,0.049,1.282,0.738
5898,0.802,0.17,0.275,0.027,0.031,0.526,0.593
5899,0.746,0.162,0.14,0.085,0.197,1.675,0.559
5900,0.478,0.165,0.412,0.152,0.176,0.593,0.109
5901,0.673,0.366,0.434,0.136,0.119,1.667,0.638
5902,0.545,0.625,0.282,0.022,0.116,0.995,0.759
5903,0.324,0.146,0.299,0.159,0.123,1.217,0.506
5904,0.564,0.253,0.086,0.146,0.089,0.803,0.17
5905,0.83,0.319,0.292,0.156,0.002,1.807,0.367
5906,0.79,0.4,0.057,0.19,0.098,1.161,0.961
5907,0.678,0.159,0.301,0.064,0.01,0.787,0.814
5908,0.827,0.028,0.327,0.015,0.051,1.239,0.83
5909,0.48,0.137,0.055,0.133,0.077,0.549,0.549
5910,0.663,0.246,0.265,0.041,0.077,0.811,0.294
5911,0.541,0.139,0.027,0.02,0.069,0.655,0.662
5912,0.685,0.027,0.143,0.104,0.033,0.979,0.216
5913,0.331,0.32,0.199,0.15,0.09,1.196,0.128
5914,0.844,0.033,0.198,0.125,0.042,1.837,0.437
5915,0.554,0.305,0.202,0.073,0.127,1.818,0.023
5916,0.53,0.471,0.151,0.005,0.129,1.433,0.523
5917,0.53,0.347,0.148,0.026,0.084,0.842,0.252
5918,0.777,0.115,0.072,0.178,0.141,0.766,0.568
5919,0.588,0.292,0.477,0.004,0.01,0.713,0.697
5920,0.552,0.158,0.143,0.097,0.119,1.077,0.206
5921,0.548,0.377,0.185,0.177,0.133,1.169,0.06
5922,0.588,0.142,0.387,0.083,0.194,0.882,0.674
5923,0.465,0.375,0.124,0.142,0.149,0.584,0.498
5924,0.662,0.045,0.326,0.082,0.01,0.858,0.97
5925,0.517,0.672,0.049,0.075,0.176,1.897,0.777
5926,0.586,0.107,0.028,0.145,0.104,1.862,0.12
5927,0.765,0.243,0.137,0.099,0.009,1.651,0.397
5928,0.59,0.369,0.226,0.055,0.071,0.583,0.885
5929,0.635,0.358,0.022,0.18,0.02,1.771,0.048
5930,0.594,0.322,0.15,0.178,0.06,1.149,0.985
5931,0.671,0.06,0.138,0.156,0.175,1.083,0.495
5932,0.445,0.386,0.064,0.152,0.128,1.022,0.617
5933,0.368,0.258,0.135,0.102,0.135,1.957,0.282
5934,0.509,0.326,0.335,0.03,0.148,0.738,0.368
5935,0.671,0.668,0.158,0.036,0.165,0.869,0.018
5936,0.878,0.142,0.059,0.04,0.112,1.264,0.763
5937,0.799,0.389,0.208,0.135,0.122,1.676,0.111
5938,0.577,0.185,0.064,0.167,0.052,1.555,0.799
5939,0.66,0.119,0.066,0.074,0.041,1.454,0.588
5940,0.6,0.301,0.131,0.194,0.105,0.976,0.619
5941,0.592,0.095,0.12,0.037,0.143,1.578,0.17
5942,0.447,0.147,0.077,0.129,0.11,1.185,0.537
5943,0.5,0.445,0.193,0.106,0.17,0.586,0.449
5944,0.679,0.123,0.104,0.003,0.041,0.635,0.504
5945,0.533,0.502,0.164,0.087,0.173,0.952,0.927
5946,0.41,0.311,0.134,0.08,0.058,0.992,0.776
5947,0.631,0.31,0.48,0.172,0.135,0.812,0.672
5948,0.228,0.333,0.165,0.096,0.196,1.069,0.846
5949,0.855,0.08,0.288,0.026,0.096,0.994,0.806
5950,0.647,0.704,0.266,0.135,0.073,1.255,0.29
5951,0.293,0.709,0.342,0.192,0.198,1.41,0.861
5952,0.458,0.266,0.566,0.146,0.062,1.639,0.381
5953,0.412,0.565,0.115,0.143,0.2,0.644,0.728
5954,0.724,0.535,0.431,0.146,0.11,1.847,0.636
5955,0.648,0.051,0.271,0.199,0.187,1.704,0.557
5956,0.928,0.426,0.073,0.141,0.004,0.919,0.812
5957,0.544,0.424,0.089,0.052,0.119,1.123,0.696
5958,0.651,0.246,0.232,0.029,0.106,0.943,0.089
5959,0.732,0.262,0.065,0.104,0.14,1.483,0.94
5960,0.345,0.061,0.242,0.082,0.141,1.622,0.13
5961,0.56,0.188,0.038,0.121,0.128,1.837,0.94
5962,0.618,0.407,0.112,0.196,0.075,1.671,0.132
5963,0.622,0.303,0.237,0.114,0.177,1.806,0.576
5964,0.556,0.211,0.095,0.067,0.121,1.427,0.888
5965,0.443,0.393,0.14,0.115,0.086,0.839,0.509
5966,0.467,0.09,0.173,0.07,0.093,0.859,0.996
5967,0.698,0.44,0.098,0.112,0.073,1.522,0.101
5968,0.676,0.175,0.136,0.182,0.145,1.835,0.36
5969,0.45,0.399,0.133,0.063,0.102,0.549,0.403
5970,0.946,0.068,0.067,0.175,0.178,0.909,0.464
5971,0.383,0.129,0.042,0.002,0.055,0.508,0.038
5972,0.586,0.409,0.244,0.103,0.024,0.868,0.894
5973,0.697,0.542,0.06,0.086,0.184,1.256,0.547
5974,0.688,0.227,0.049,0.08,0.127,0.633,0.103
5975,0.58,0.199,0.381,0.044,0.038,1.519,0.445
5976,0.712,0.106,0.109,0.167,0.067,1.689,0.047
5977,0.689,0.218,0.253,0.196,0.106,0.584,0.304
5978,0.587,0.118,0.274,0.158,0.106,1.642,0.606
5979,0.786,0.457,0.2,0.189,0.03,0.676,0.299
5980,0.432,0.315,0.059,0.153,0.027,0.801,0.113
5981,0.219,0.209,0.156,0.06,0.072,1.132,0.689
5982,0.554,0.014,0.315,0.099,0.177,1.05,0.838
5983,0.624,0.309,0.318,0.185,0.066,1.733,0.936
5984,0.513,0.401,0.232,0.173,0.128,1.592,0.98
5985,0.727,0.592,0.422,0.031,0.112,1.915,0.773
5986,0.88,0.459,0.119,0.115,0.143,1.554,0.265
5987,0.642,0.187,0.226,0.08,0.017,1.784,0.967
5988,0.682,0.32,0.157,0.061,0.059,0.998,0.75
5989,0.465,0.332,0.108,0.106,0.18,0.707,0.295
5990,0.903,0.055,0.179,0.097,0.147,0.995,0.947
5991,0.734,0.592,0.075,0.013,0.165,1.884,0.011
5992,0.533,0.095,0.097,0.163,0.096,1.564,0.114
5993,0.592,0.085,0.211,0.07,0.153,1.402,0.943
5994,0.853,0.036,0.206,0.002,0.008,0.744,0.199
5995,0.943,0.094,0.435,0.095,0.014,1.674,0.197
5996,0.737,0.2,0.09,0.192,0.11,1.389,0.112
5997,0.628,0.227,0.056,0.166,0.085,1.545,0.58
5998,0.499,0.127,0.188,0.058,0.137,0.864,0.615
5999,0.452,0.15,0.067,0.18,0.153,1.33,0.574
6000,0.75,0.583,0.236,0.168,0.116,1.702,0.968
6001,0.815,0.232,0.17,0.127,0.041,0.691,0.944
6002,0.506,0.144,0.197,0.133,0.021,1.279,0.5
6003,0.725,0.07,0.135,0.051,0.016,1.907,0.755
6004,0.644,0.418,0.305,0.191,0.156,1.92,0.124
6005,0.689,0.226,0.057,0.084,0.013,1.284,0.871
6006,0.835,0.045,0.111,0.016,0.171,1.627,0.433
6007,0.245,0.135,0.104,0.104,0.184,0.897,0.651
6008,0.305,0.143,0.323,0.178,0.198,1.776,0.575
6009,0.848,0.249,0.504,0.11,0.023,0.905,0.357
6010,0.781,0.084,0.124,0.043,0.03,1.429,0.737
6011,0.787,0.334,0.13,0.003,0.165,1.042,0.219
6012,0.768,0.239,0.403,0.005,0.163,1.964,0.923
6013,0.667,0.272,0.345,0.183,0.192,1.249,0.887
6014,0.838,0.287,0.225,0.012,0.008,1.559,0.521
6015,0.534,0.443,0.275,0.147,0.083,1.953,0.541
6016,0.431,0.506,0.189,0.036,0.156,0.984,0.648
6017,0.479,0.284,0.129,0.173,0.097,1.184,0.624
6018,0.859,0.264,0.348,0.077,0.115,1.068,0.405
6019,0.587,0.599,0.026,0.023,0.018,1.007,0.956
6020,0.803,0.146,0.238,0.016,0.16,0.647,0.024
6021,0.645,0.385,0.038,0.083,0.112,1.624,0.431
6022,0.428,0.342,0.131,0.099,0.147,1.081,0.605
6023,0.659,0.487,0.233,0.101,0.09,0.924,0.176
6024,0.786,0.55,0.288,0.069,0.022,0.55,0.27
6025,0.729,0.51,0.048,0.029,0.087,1.865,0.041
6026,0.562,0.443,0.254,0.069,0.186,1.871,0.875
6027,0.786,0.31,0.133,0.127,0.174,1.841,0.713
6028,0.454,0.42,0.462,0.049,0.132,0.826,0.262
6029,0.828,0.164,0.213,0.015,0.123,1.875,0.966
6030,0.64,0.204,0.099,0.08,0.173,0.905,0.171
6031,0.635,0.227,0.182,0.057,0.023,1.222,0.783
6032,0.218,0.424,0.284,0.105,0.088,0.558,0.933
6033,0.524,0.398,0.268,0.014,0.038,0.757,0.911
6034,0.519,0.371,0.041,0.066,0.173,1.465,0.764
6035,0.618,0.128,0.195,0.119,0.053,0.908,0.873
6036,0.744,0.201,0.134,0.052,0.16,1.106,0.364
6037,0.723,0.123,0.015,0.091,0.013,1.708,0.108
6038,0.559,0.325,0.232,0.023,0.116,1.778,0.915
6039,0.604,0.277,0.092,0.142,0.198,0.932,0.908
6040,0.74,0.27,0.107,0.161,0.044,1.106,0.159
6041,0.48,0.526,0.138,0.122,0.101,1.721,0.64
6042,0.575,0.432,0.298,0.126,0.052,0.677,0.509
6043,0.899,0.255,0.339,0.126,0.016,1.242,0.542
6044,0.501,0.306,0.049,0.086,0.081,1.282,0.771
6045,0.412,0.495,0.343,0.0,0.107,0.84,0.245
6046,0.604,0.596,0.562,0.149,0.166,1.088,0.605
6047,0.588,0.301,0.178,0.048,0.11,1.854,0.46
6048,0.596,0.294,0.268,0.168,0.173,1.958,0.582
6049,0.648,0.296,0.232,0.189,0.056,1.146,0.63
6050,0.682,0.548,0.225,0.014,0.042,1.071,0.501
6051,0.527,0.406,0.047,0.189,0.104,0.773,0.038
6052,0.738,0.223,0.356,0.167,0.128,0.531,0.561
6053,0.518,0.277,0.362,0.144,0.066,1.526,0.262
6054,0.268,0.146,0.251,0.003,0.062,0.809,0.006
6055,0.406,0.073,0.38,0.148,0.184,0.805,0.472
6056,0.633,0.045,0.065,0.049,0.062,1.222,0.183
6057,0.848,0.389,0.321,0.101,0.016,0.594,0.456
6058,0.571,0.144,0.114,0.099,0.172,0.539,0.972
6059,0.548,0.119,0.221,0.076,0.009,1.044,0.948
6060,0.477,0.575,0.34,0.022,0.083,0.727,0.181
6061,0.593,0.366,0.283,0.139,0.084,1.861,0.953
6062,0.77,0.684,0.175,0.018,0.137,1.324,0.675
6063,0.756,0.117,0.359,0.07,0.061,0.826,0.415
6064,0.865,0.303,0.245,0.169,0.196,0.918,0.729
6065,0.442,0.303,0.124,0.027,0.151,1.469,0.708
6066,0.772,0.429,0.085,0.157,0.061,1.771,0.47
6067,0.73,0.099,0.051,0.189,0.101,1.743,0.506
6068,0.656,0.3,0.029,0.168,0.17,0.844,0.281
6069,0.666,0.211,0.068,0.108,0.196,1.083,0.144
6070,0.847,0.36,0.31,0.086,0.033,0.661,0.407
6071,0.71,0.333,0.038,0.007,0.034,1.331,0.404
6072,0.875,0.287,0.141,0.148,0.149,1.48,0.909
6073,0.776,0.506,0.268,0.096,0.08,0.631,0.653
6074,0.708,0.147,0.3,0.121,0.148,1.229,0.173
6075,0.553,0.167,0.128,0.036,0.106,0.641,0.382
6076,0.72,0.751,0.056,0.146,0.051,1.415,0.006
6077,0.597,0.169,0.172,0.196,0.184,1.459,0.646
6078,0.468,0.117,0.127,0.16,0.164,0.79,0.161
6079,0.532,0.199,0.202,0.138,0.063,0.507,0.281
6080,0.486,0.138,0.157,0.012,0.064,0.864,0.44
6081,0.608,0.175,0.445,0.051,0.003,0.603,0.404
6082,0.426,0.399,0.049,0.112,0.048,1.49,0.494
6083,0.288,0.107,0.271,0.01,0.125,1.103,0.609
6084,0.267,0.172,0.061,0.048,0.034,1.583,0.488
6085,0.532,0.037,0.128,0.192,0.068,0.775,0.829
6086,0.749,0.056,0.047,0.097,0.012,0.723,0.132
6087,0.805,0.525,0.246,0.059,0.068,1.362,0.934
6088,0.329,0.291,0.414,0.101,0.101,0.62,0.508
6089,0.891,0.587,0.193,0.05,0.199,1.14,0.27
6090,0.445,0.444,0.136,0.064,0.158,1.607,0.073
6091,0.746,0.099,0.4,0.06,0.096,0.529,0.401
6092,0.707,0.063,0.353,0.143,0.072,0.781,0.827
6093,0.939,0.418,0.108,0.018,0.078,0.51,0.237
6094,0.639,0.215,0.144,0.029,0.023,1.715,0.723
6095,0.873,0.081,0.254,0.119,0.146,0.533,0.301
6096,0.659,0.073,0.31,0.029,0.153,0.562,0.858
6097,0.841,0.673,0.232,0.067,0.191,1.078,0.791
6098,0.695,0.341,0.106,0.009,0.126,1.803,0.052
6099,0.709,0.455,0.095,0.081,0.154,1.992,0.947
6100,0.585,0.393,0.136,0.132,0.119,0.698,0.228
6101,0.611,0.33,0.102,0.137,0.198,0.62,0.505
6102,0.771,0.527,0.065,0.123,0.07,1.653,0.359
6103,0.385,0.16,0.114,0.196,0.023,1.693,0.51
6104,0.804,0.234,0.138,0.177,0.079,1.865,0.616
6105,0.814,0.233,0.149,0.088,0.194,1.363,0.628
6106,0.778,0.581,0.263,0.167,0.15,1.383,0.269
6107,0.552,0.355,0.105,0.007,0.089,0.564,0.808
6108,0.92,0.109,0.485,0.198,0.088,1.368,0.222
6109,0.625,0.018,0.289,0.013,0.119,0.591,0.625
6110,0.651,0.381,0.268,0.195,0.056,0.516,0.561
6111,0.359,0.209,0.243,0.032,0.192,1.23,0.201
6112,0.492,0.221,0.047,0.106,0.195,1.588,0.502
6113,0.875,0.091,0.143,0.137,0.113,1.622,0.874
6114,0.853,0.161,0.227,0.139,0.088,0.872,0.181
6115,0.804,0.094,0.293,0.171,0.186,1.757,0.023
6116,0.586,0.308,0.128,0.058,0.003,0.709,0.766
6117,0.825,0.422,0.086,0.148,0.157,0.841,0.548
6118,0.683,0.449,0.154,0.139,0.106,0.62,0.542
6119,0.456,0.316,0.21,0.094,0.004,1.098,0.545
6120,0.7,0.183,0.196,0.192,0.125,0.749,0.483
6121,0.794,0.251,0.186,0.139,0.008,1.601,0.679
6122,0.662,0.147,0.4,0.148,0.063,1.473,0.6
6123,0.68,0.101,0.181,0.129,0.106,1.618,0.81
6124,0.676,0.524,0.463,0.118,0.056,0.705,0.962
6125,0.744,0.258,0.092,0.092,0.01,0.967,0.483
6126,0.69,0.432,0.103,0.104,0.023,0.802,0.309
6127,0.496,0.399,0.463,0.171,0.165,0.773,0.26
6128,0.476,0.252,0.078,0.117,0.101,1.535,0.319
6129,0.143,0.145,0.064,0.024,0.093,1.623,0.617
6130,0.584,0.315,0.057,0.112,0.14,0.54,0.781
6131,0.286,0.22,0.178,0.167,0.198,0.776,0.453
6132,0.684,0.154,0.173,0.166,0.073,1.61,0.798
6133,0.536,0.483,0.072,0.083,0.063,1.367,0.229
6134,0.43,0.056,0.072,0.143,0.132,1.397,0.367
6135,0.542,0.711,0.105,0.096,0.131,0.725,0.762
6136,0.824,0.397,0.168,0.164,0.086,1.199,0.814
6137,0.341,0.543,0.224,0.178,0.175,1.936,0.598
6138,0.476,0.189,0.2,0.036,0.014,1.657,0.03
6139,0.819,0.269,0.132,0.145,0.138,0.678,0.111
6140,0.598,0.209,0.047,0.036,0.129,1.347,0.487
6141,0.67,0.334,0.244,0.009,0.183,1.818,0.034
6142,0.671,0.197,0.098,0.033,0.103,1.81,0.861
6143,0.502,0.148,0.14,0.017,0.194,1.021,0.912
